,Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Price_per_Unit,Units_Sold,Total_Sales,Operating_Profit,Sales_Method,Profit_Margin
6823,Sports Direct,1197831,9/11/2021,South,Texas,Dallas,Men's Athletic Footwear,50,800,40000,14000,Outlet,65
6824,Sports Direct,1197831,9/22/2021,South,Texas,Dallas,Men's Street Footwear,50,800,40000,16000,Outlet,60
6825,Sports Direct,1197831,9/23/2021,South,Texas,Dallas,Men's Athletic Footwear,55,800,44000,17600,Outlet,60
6826,Foot Locker,1185732,8/14/2020,Southeast,Florida,Miami,Women's Street Footwear,35,800,28000,7000,In-store,75
6827,West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Apparel,45,800,36000,18000,In-store,50
6828,West Gear,1185732,9/7/2020,Southeast,Florida,Miami,Women's Street Footwear,50,800,40000,10000,In-store,75
6829,West Gear,1185732,9/15/2020,Southeast,Florida,Miami,Men's Apparel,65,800,52000,18200,In-store,65
6830,Sports Direct,1185732,10/6/2020,Southeast,Florida,Miami,Men's Athletic Footwear,50,800,40000,14000,In-store,65
6831,Sports Direct,1197831,5/15/2021,South,Tennessee,Knoxville,Men's Street Footwear,55,800,44000,19800,Outlet,55
6832,Sports Direct,1197831,5/16/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,55,800,44000,19800,Outlet,55
6833,Sports Direct,1197831,9/11/2021,South,Alabama,Birmingham,Women's Apparel,60,800,48000,31200,Outlet,35
6834,Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Men's Street Footwear,80,800,64000,16000,Outlet,75
6835,Walmart,1128299,12/16/2021,Southeast,Florida,Orlando,Men's Street Footwear,75,800,60000,18000,In-store,70
6836,Walmart,1128299,12/16/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,85,800,68000,17000,In-store,75
6837,West Gear,1185732,10/10/2021,Northeast,New York,Albany,Men's Street Footwear,60,800,48000,21600,In-store,55
6838,Kohl's,1185732,1/14/2021,Northeast,New York,Albany,Men's Street Footwear,40,800,32000,16000,In-store,50
6839,Kohl's,1185732,4/11/2021,West,Wyoming,Cheyenne,Men's Street Footwear,40,800,32000,16000,In-store,50
6840,Kohl's,1185732,9/10/2021,West,Wyoming,Cheyenne,Men's Street Footwear,50,800,40000,20000,In-store,50
6841,Kohl's,1185732,12/10/2021,West,Wyoming,Cheyenne,Men's Street Footwear,55,800,44000,22000,In-store,50
6842,Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,90,800,72000,25200,In-store,65
6843,Sports Direct,1185732,2/17/2021,Southeast,Virginia,Richmond,Men's Street Footwear,35,800,28000,14000,In-store,50
6844,Sports Direct,1185732,9/15/2021,Midwest,Michigan,Detroit,Men's Street Footwear,45,800,36000,18000,In-store,50
6845,West Gear,1185732,7/10/2021,West,Utah,Salt Lake City,Men's Street Footwear,35,800,28000,11200,In-store,60
6846,West Gear,1128299,8/24/2021,West,Oregon,Portland,Men's Street Footwear,90,800,72000,25200,In-store,65
6847,West Gear,1128299,12/16/2021,South,Louisiana,New Orleans,Men's Street Footwear,70,800,56000,22400,Online,60
6848,West Gear,1128299,12/16/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,80,800,64000,25600,Online,60
6849,Foot Locker,1197831,7/6/2021,West,Idaho,Boise,Women's Apparel,65,800,52000,28600,Online,45
6850,Foot Locker,1185732,2/7/2021,Southeast,South Carolina,Charleston,Women's Apparel,35,800,28000,14000,Online,50
6851,Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Women's Apparel,60,800,48000,24000,Online,50
6852,Foot Locker,1185732,6/7/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,50,800,40000,14000,Online,65
6853,Foot Locker,1185732,7/5/2021,Southeast,South Carolina,Charleston,Men's Apparel,65,800,52000,18200,Online,65
6854,Foot Locker,1185732,9/5/2021,Southeast,South Carolina,Charleston,Women's Apparel,55,800,44000,22000,Online,50
6855,Foot Locker,1185732,10/7/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,45,800,36000,12600,Online,65
6856,Sports Direct,1185732,7/2/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,60,800,48000,16800,Online,65
6857,Sports Direct,1185732,8/3/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,60,800,48000,16800,Online,65
6858,Amazon,1185732,6/11/2021,Midwest,Ohio,Columbus,Men's Street Footwear,50,800,40000,16000,Online,60
6859,Sports Direct,1185732,5/15/2021,Midwest,Michigan,Detroit,Men's Street Footwear,50,795,39750,19875,In-store,50
6860,Amazon,1185732,5/9/2021,Midwest,Ohio,Columbus,Men's Street Footwear,45,795,35775,14310,Online,60
6861,Walmart,1197831,8/14/2020,South,Texas,Houston,Women's Street Footwear,35,775,27125,9494,Outlet,65
6862,West Gear,1128299,11/1/2020,South,Texas,Houston,Men's Street Footwear,40,775,31000,10850,Outlet,65
6863,West Gear,1128299,11/2/2020,South,Texas,Houston,Men's Athletic Footwear,50,775,38750,7750,Outlet,80
6864,West Gear,1128299,11/3/2020,South,Texas,Houston,Women's Street Footwear,50,775,38750,13563,Outlet,65
6865,West Gear,1128299,11/6/2020,West,California,San Francisco,Women's Apparel,50,775,38750,5813,Outlet,85
6866,West Gear,1128299,1/16/2021,West,California,San Francisco,Men's Apparel,65,775,50375,25188,Outlet,50
6867,West Gear,1128299,1/17/2021,West,California,San Francisco,Women's Apparel,80,775,62000,9300,Outlet,85
6868,West Gear,1128299,1/26/2021,West,California,San Francisco,Women's Street Footwear,55,775,42625,12788,Outlet,70
6869,West Gear,1128299,1/29/2021,West,California,San Francisco,Women's Apparel,70,775,54250,5425,Outlet,90
6870,West Gear,1128299,2/10/2021,West,California,San Francisco,Women's Apparel,70,775,54250,5425,Outlet,90
6871,West Gear,1128299,2/13/2021,West,California,San Francisco,Women's Street Footwear,55,775,42625,12788,Outlet,70
6872,West Gear,1128299,2/14/2021,West,California,San Francisco,Women's Athletic Footwear,55,775,42625,10656,Outlet,75
6873,Sports Direct,1197831,9/5/2021,South,Texas,Dallas,Men's Athletic Footwear,30,775,23250,8138,Outlet,65
6874,Sports Direct,1197831,9/27/2021,South,Texas,Dallas,Women's Apparel,60,775,46500,25575,Outlet,45
6875,Sports Direct,1197831,10/21/2021,South,Texas,Dallas,Women's Apparel,70,775,54250,29838,Outlet,45
6876,West Gear,1128299,4/20/2020,West,Colorado,Denver,Men's Street Footwear,65,775,50375,22669,In-store,55
6877,West Gear,1128299,7/7/2020,West,Washington,Seattle,Men's Street Footwear,85,775,65875,19763,In-store,70
6878,Foot Locker,1185732,8/20/2020,Southeast,Florida,Miami,Women's Street Footwear,35,775,27125,6781,In-store,75
6879,Foot Locker,1185732,8/23/2020,Southeast,Florida,Miami,Women's Apparel,45,775,34875,17438,In-store,50
6880,West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Athletic Footwear,55,775,42625,14919,In-store,65
6881,West Gear,1185732,9/8/2020,Southeast,Florida,Miami,Women's Athletic Footwear,50,775,38750,11625,In-store,70
6882,West Gear,1185732,9/9/2020,Southeast,Florida,Miami,Men's Apparel,65,775,50375,17631,In-store,65
6883,West Gear,1185732,9/14/2020,Southeast,Florida,Miami,Women's Athletic Footwear,55,775,42625,12788,In-store,70
6884,Foot Locker,1185732,9/20/2020,Southeast,Florida,Miami,Women's Athletic Footwear,45,775,34875,10463,In-store,70
6885,Sports Direct,1185732,10/8/2020,Southeast,Florida,Miami,Women's Athletic Footwear,50,775,38750,11625,In-store,70
6886,Sports Direct,1185732,5/24/2020,Southeast,Florida,Miami,Women's Athletic Footwear,55,775,42625,12788,In-store,70
6887,Foot Locker,1185732,5/24/2020,Southeast,Florida,Miami,Men's Apparel,65,775,50375,17631,In-store,65
6888,Sports Direct,1197831,4/8/2021,South,Tennessee,Knoxville,Women's Apparel,40,775,31000,17050,Outlet,45
6889,Sports Direct,1197831,4/9/2021,South,Tennessee,Knoxville,Men's Street Footwear,40,775,31000,12400,Outlet,60
6890,Sports Direct,1197831,4/10/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,45,775,34875,13950,Outlet,60
6891,Sports Direct,1197831,4/21/2021,South,Tennessee,Knoxville,Men's Street Footwear,45,775,34875,15694,Outlet,55
6892,Sports Direct,1197831,4/22/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,55,775,42625,19181,Outlet,55
6893,Sports Direct,1197831,10/6/2021,South,Alabama,Birmingham,Men's Street Footwear,60,775,46500,23250,Outlet,50
6894,Sports Direct,1197831,10/7/2021,South,Alabama,Birmingham,Men's Athletic Footwear,60,775,46500,23250,Outlet,50
6895,West Gear,1185732,7/8/2021,Northeast,New York,Albany,Women's Apparel,70,775,54250,27125,In-store,50
6896,West Gear,1185732,11/9/2021,Northeast,New York,Albany,Men's Street Footwear,60,775,46500,20925,In-store,55
6897,Kohl's,1185732,10/12/2021,West,Wyoming,Cheyenne,Men's Street Footwear,55,775,42625,21313,In-store,50
6898,Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,55,775,42625,14919,In-store,65
6899,Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,80,775,62000,21700,In-store,65
6900,West Gear,1128299,6/24/2021,West,Oregon,Portland,Men's Street Footwear,55,775,42625,14919,In-store,65
6901,West Gear,1128299,8/24/2021,West,Oregon,Portland,Men's Athletic Footwear,80,775,62000,21700,In-store,65
6902,West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's Street Footwear,50,775,38750,15500,Online,60
6903,West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's Athletic Footwear,55,775,42625,17050,Online,60
6904,Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Men's Street Footwear,55,775,42625,17050,Online,60
6905,Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Men's Athletic Footwear,55,775,42625,17050,Online,60
6906,Foot Locker,1185732,2/7/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,30,775,23250,5813,Online,75
6907,Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Women's Apparel,40,775,31000,15500,Online,50
6908,Foot Locker,1185732,6/7/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,50,775,38750,9688,Online,75
6909,Foot Locker,1185732,7/5/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,55,775,42625,12788,Online,70
6910,Foot Locker,1185732,8/6/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,45,775,34875,10463,Online,70
6911,Foot Locker,1185732,10/7/2021,Southeast,South Carolina,Charleston,Women's Apparel,60,775,46500,23250,Online,50
6912,Sports Direct,1185732,12/5/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,60,775,46500,13950,Online,70
6913,Sports Direct,1185732,12/5/2021,Southeast,South Carolina,Charleston,Men's Apparel,70,775,54250,18988,Online,65
6914,Sports Direct,1185732,12/2/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,60,775,46500,16275,Online,65
6915,Amazon,1185732,12/2/2021,Southeast,North Carolina,Charlotte,Women's Apparel,75,775,58125,29063,Online,50
6916,Amazon,1185732,1/13/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,35,775,27125,10850,Online,60
6917,Amazon,1185732,9/9/2021,Midwest,Ohio,Columbus,Men's Street Footwear,55,775,42625,17050,Online,60
6918,Foot Locker,1185732,2/18/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,30,775,23250,9300,Online,60
6919,Sports Direct,1185732,12/16/2021,South,Mississippi,Jackson,Men's Street Footwear,70,775,54250,21700,Online,60
6920,Walmart,1197831,7/19/2021,South,Arkansas,Little Rock,Men's Street Footwear,55,775,42625,17050,Online,60
6921,Sports Direct,1185732,3/15/2021,Midwest,Michigan,Detroit,Men's Street Footwear,35,770,26950,13475,In-store,50
6922,Amazon,1185732,3/9/2021,Midwest,Ohio,Columbus,Men's Street Footwear,30,770,23100,9240,Online,60
6923,Walmart,1197831,8/21/2020,South,Texas,Houston,Women's Athletic Footwear,40,750,30000,13500,Outlet,55
6924,Walmart,1197831,9/13/2020,South,Texas,Houston,Women's Street Footwear,50,750,37500,13125,Outlet,65
6925,Walmart,1197831,9/16/2020,South,Texas,Houston,Women's Apparel,55,750,41250,20625,Outlet,50
6926,West Gear,1128299,1/1/2021,West,California,San Francisco,Men's Athletic Footwear,65,750,48750,12188,Outlet,75
6927,West Gear,1128299,1/2/2021,West,California,San Francisco,Women's Street Footwear,65,750,48750,19500,Outlet,60
6928,West Gear,1128299,1/21/2021,West,California,San Francisco,Women's Athletic Footwear,65,750,48750,14625,Outlet,70
6929,West Gear,1128299,1/22/2021,West,California,San Francisco,Men's Apparel,75,750,56250,28125,Outlet,50
6930,Kohl's,1189833,3/13/2021,West,California,Los Angeles,Men's Street Footwear,35,750,26250,10500,Outlet,60
6931,Kohl's,1189833,4/20/2021,West,California,Los Angeles,Men's Athletic Footwear,50,750,37500,9375,Outlet,75
6932,Kohl's,1189833,4/21/2021,West,California,Los Angeles,Women's Street Footwear,50,750,37500,15000,Outlet,60
6933,Kohl's,1189833,4/27/2021,West,California,Los Angeles,Women's Street Footwear,50,750,37500,15000,Outlet,60
6934,Sports Direct,1197831,9/4/2021,South,Texas,Dallas,Men's Street Footwear,20,750,15000,5250,Outlet,65
6935,West Gear,1128299,2/7/2020,West,Nevada,Las Vegas,Men's Street Footwear,60,750,45000,18000,Outlet,60
6936,West Gear,1128299,6/25/2020,West,Washington,Seattle,Men's Street Footwear,75,750,56250,16875,In-store,70
6937,West Gear,1128299,7/8/2020,West,Washington,Seattle,Men's Athletic Footwear,80,750,60000,15000,In-store,75
6938,West Gear,1128299,7/31/2020,West,Washington,Seattle,Men's Street Footwear,80,750,60000,18000,In-store,70
6939,West Gear,1128299,8/1/2020,West,Washington,Seattle,Men's Athletic Footwear,85,750,63750,15938,In-store,75
6940,Foot Locker,1185732,8/10/2020,Southeast,Florida,Miami,Men's Apparel,55,750,41250,14438,In-store,65
6941,Foot Locker,1185732,8/13/2020,Southeast,Florida,Miami,Men's Athletic Footwear,45,750,33750,11813,In-store,65
6942,Foot Locker,1185732,8/16/2020,Southeast,Florida,Miami,Men's Apparel,55,750,41250,14438,In-store,65
6943,Foot Locker,1185732,8/19/2020,Southeast,Florida,Miami,Men's Athletic Footwear,45,750,33750,11813,In-store,65
6944,West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Street Footwear,50,750,37500,9375,In-store,75
6945,Foot Locker,1185732,9/21/2020,Southeast,Florida,Miami,Men's Apparel,55,750,41250,14438,In-store,65
6946,Sports Direct,1185732,9/25/2020,Southeast,Florida,Miami,Women's Street Footwear,45,750,33750,8438,In-store,75
6947,Sports Direct,1185732,10/9/2020,Southeast,Florida,Miami,Men's Apparel,65,750,48750,17063,In-store,65
6948,Kohl's,1189833,2/2/2021,Midwest,Montana,Billings,Men's Street Footwear,40,750,30000,13500,Outlet,55
6949,Sports Direct,1197831,4/4/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,25,750,18750,7500,Outlet,60
6950,Sports Direct,1197831,5/20/2021,South,Tennessee,Knoxville,Women's Apparel,65,750,48750,29250,Outlet,40
6951,Sports Direct,1197831,8/30/2021,South,Alabama,Birmingham,Women's Apparel,45,750,33750,20250,Outlet,40
6952,Sports Direct,1197831,8/31/2021,South,Alabama,Birmingham,Men's Street Footwear,45,750,33750,15188,Outlet,55
6953,Sports Direct,1197831,9/1/2021,South,Alabama,Birmingham,Men's Athletic Footwear,50,750,37500,16875,Outlet,55
6954,Sports Direct,1197831,9/12/2021,South,Alabama,Birmingham,Men's Street Footwear,40,750,30000,15000,Outlet,50
6955,Sports Direct,1197831,9/13/2021,South,Alabama,Birmingham,Men's Athletic Footwear,55,750,41250,20625,Outlet,50
6956,Foot Locker,1128299,8/10/2021,West,Hawaii,Honolulu,Men's Street Footwear,85,750,63750,15938,Outlet,75
6957,Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,95,750,71250,17813,In-store,75
6958,Kohl's,1185732,11/11/2021,West,Wyoming,Cheyenne,Men's Street Footwear,55,750,41250,20625,In-store,50
6959,Foot Locker,1128299,12/23/2021,Southeast,Virginia,Richmond,Men's Street Footwear,65,750,48750,17063,In-store,65
6960,Foot Locker,1128299,12/23/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,75,750,56250,19688,In-store,65
6961,Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Men's Street Footwear,35,750,26250,13125,In-store,50
6962,Sports Direct,1185732,10/17/2021,Midwest,Michigan,Detroit,Men's Street Footwear,50,750,37500,18750,In-store,50
6963,Foot Locker,1185732,7/17/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,40,750,30000,12000,In-store,60
6964,West Gear,1185732,8/11/2021,West,Utah,Salt Lake City,Men's Street Footwear,35,750,26250,10500,In-store,60
6965,West Gear,1128299,12/23/2021,West,Oregon,Portland,Men's Street Footwear,65,750,48750,17063,In-store,65
6966,West Gear,1128299,12/23/2021,West,Oregon,Portland,Men's Athletic Footwear,75,750,56250,19688,In-store,65
6967,West Gear,1128299,7/16/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,95,750,71250,28500,Online,60
6968,West Gear,1197831,5/5/2021,West,Idaho,Boise,Women's Apparel,45,750,33750,16875,Online,50
6969,West Gear,1197831,6/4/2021,West,Idaho,Boise,Men's Street Footwear,45,750,33750,11813,Online,65
6970,West Gear,1197831,6/4/2021,West,Idaho,Boise,Men's Athletic Footwear,50,750,37500,13125,Online,65
6971,Foot Locker,1197831,8/8/2021,West,Idaho,Boise,Men's Street Footwear,50,750,37500,15000,Online,60
6972,Foot Locker,1197831,8/8/2021,West,Idaho,Boise,Men's Athletic Footwear,55,750,41250,16500,Online,60
6973,Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Men's Street Footwear,55,750,41250,14438,Online,65
6974,Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,50,750,37500,13125,Online,65
6975,Foot Locker,1185732,6/7/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,50,750,37500,11250,Online,70
6976,Foot Locker,1185732,6/7/2021,Southeast,South Carolina,Charleston,Men's Apparel,65,750,48750,17063,Online,65
6977,Foot Locker,1185732,8/6/2021,Southeast,South Carolina,Charleston,Men's Apparel,55,750,41250,14438,Online,65
6978,Foot Locker,1185732,11/6/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,45,750,33750,11813,Online,65
6979,Foot Locker,1185732,11/6/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,55,750,41250,12375,Online,70
6980,Foot Locker,1185732,6/18/2021,South,Mississippi,Jackson,Men's Street Footwear,45,750,33750,13500,Online,60
6981,Walmart,1197831,8/20/2021,South,Arkansas,Little Rock,Men's Street Footwear,60,750,45000,18000,Online,60
6982,Sports Direct,1185732,10/7/2020,Southeast,Florida,Miami,Women's Street Footwear,50,745,37250,9313,In-store,75
6983,Foot Locker,1185732,5/16/2021,South,Mississippi,Jackson,Men's Street Footwear,40,745,29800,11920,Online,60
6984,Sports Direct,1197831,8/8/2020,South,Texas,Houston,Women's Street Footwear,35,725,25375,8881,Outlet,65
6985,West Gear,1128299,11/8/2020,West,California,San Francisco,Men's Athletic Footwear,50,725,36250,7250,Outlet,80
6986,West Gear,1128299,11/9/2020,West,California,San Francisco,Women's Street Footwear,50,725,36250,12688,Outlet,65
6987,West Gear,1128299,12/27/2020,West,California,San Francisco,Women's Street Footwear,65,725,47125,16494,Outlet,65
6988,West Gear,1128299,1/5/2021,West,California,San Francisco,Women's Apparel,80,725,58000,11600,Outlet,80
6989,West Gear,1128299,1/15/2021,West,California,San Francisco,Women's Athletic Footwear,60,725,43500,13050,Outlet,70
6990,West Gear,1128299,1/23/2021,West,California,San Francisco,Women's Apparel,80,725,58000,8700,Outlet,85
6991,West Gear,1128299,1/27/2021,West,California,San Francisco,Women's Athletic Footwear,55,725,39875,9969,Outlet,75
6992,West Gear,1128299,1/28/2021,West,California,San Francisco,Men's Apparel,65,725,47125,21206,Outlet,55
6993,West Gear,1128299,2/7/2021,West,California,San Francisco,Women's Street Footwear,55,725,39875,11963,Outlet,70
6994,Kohl's,1189833,5/3/2021,West,California,Los Angeles,Women's Street Footwear,50,725,36250,14500,Outlet,60
6995,Kohl's,1189833,5/30/2021,West,California,Los Angeles,Women's Apparel,65,725,47125,9425,Outlet,80
6996,Sports Direct,1197831,8/11/2021,Midwest,Illinois,Chicago,Men's Street Footwear,20,725,14500,4350,Outlet,70
6997,Sports Direct,1197831,8/12/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,30,725,21750,6525,Outlet,70
6998,Sports Direct,1197831,9/28/2021,South,Texas,Dallas,Men's Street Footwear,55,725,39875,15950,Outlet,60
6999,Sports Direct,1197831,9/30/2021,South,Texas,Dallas,Women's Street Footwear,60,725,43500,17400,Outlet,60
7000,Sports Direct,1197831,10/10/2021,South,Texas,Dallas,Men's Street Footwear,40,725,29000,11600,Outlet,60
7001,Sports Direct,1197831,10/11/2021,South,Texas,Dallas,Men's Athletic Footwear,40,725,29000,11600,Outlet,60
7002,Sports Direct,1197831,10/18/2021,South,Texas,Dallas,Women's Street Footwear,65,725,47125,18850,Outlet,60
7003,West Gear,1128299,4/14/2020,West,Colorado,Denver,Men's Street Footwear,60,725,43500,21750,In-store,50
7004,West Gear,1128299,4/26/2020,West,Colorado,Denver,Men's Street Footwear,70,725,50750,22838,In-store,55
7005,Foot Locker,1185732,4/24/2020,Southeast,Florida,Miami,Men's Athletic Footwear,45,725,32625,11419,In-store,65
7006,West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Street Footwear,35,725,25375,6344,In-store,75
7007,West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Apparel,60,725,43500,15225,In-store,65
7008,Sports Direct,1185732,9/26/2020,Southeast,Florida,Miami,Women's Athletic Footwear,45,725,32625,9788,In-store,70
7009,Sports Direct,1185732,9/27/2020,Southeast,Florida,Miami,Men's Apparel,55,725,39875,13956,In-store,65
7010,Sports Direct,1185732,10/1/2020,Southeast,Florida,Miami,Women's Street Footwear,50,725,36250,9063,In-store,75
7011,Sports Direct,1197831,4/3/2021,South,Tennessee,Knoxville,Men's Street Footwear,15,725,10875,4350,Outlet,60
7012,Sports Direct,1197831,4/26/2021,South,Tennessee,Knoxville,Women's Apparel,55,725,39875,23925,Outlet,40
7013,Sports Direct,1197831,8/26/2021,South,Alabama,Birmingham,Men's Athletic Footwear,20,725,14500,6525,Outlet,55
7014,Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Men's Street Footwear,70,725,50750,12688,Outlet,75
7015,Foot Locker,1128299,8/10/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,75,725,54375,10875,Outlet,80
7016,West Gear,1185732,6/10/2021,Northeast,New York,Albany,Women's Apparel,70,725,50750,25375,In-store,50
7017,West Gear,1185732,8/9/2021,Northeast,New York,Albany,Women's Apparel,60,725,43500,21750,In-store,50
7018,Sports Direct,1185732,4/16/2021,Midwest,Michigan,Detroit,Men's Street Footwear,35,725,25375,12688,In-store,50
7019,Sports Direct,1185732,7/15/2021,Midwest,Michigan,Detroit,Women's Apparel,65,725,47125,25919,In-store,45
7020,West Gear,1185732,2/11/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,25,725,18125,7250,In-store,60
7021,West Gear,1197831,5/5/2021,West,Idaho,Boise,Men's Athletic Footwear,30,725,21750,7613,Online,65
7022,Sports Direct,1197831,8/8/2021,West,Idaho,Boise,Women's Apparel,60,725,43500,23925,Online,45
7023,Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Women's Apparel,65,725,47125,25919,Online,45
7024,Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,50,725,36250,14500,Online,60
7025,Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Men's Apparel,50,725,36250,12688,Online,65
7026,Foot Locker,1185732,2/7/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,40,725,29000,10150,Online,65
7027,Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,25,725,18125,4531,Online,75
7028,Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Women's Apparel,35,725,25375,12688,Online,50
7029,Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,45,725,32625,8156,Online,75
7030,Foot Locker,1185732,9/5/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,40,725,29000,7250,Online,75
7031,Foot Locker,1185732,11/6/2021,Southeast,South Carolina,Charleston,Men's Apparel,70,725,50750,17763,Online,65
7032,Sports Direct,1185732,1/6/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,35,725,25375,8881,Online,65
7033,Sports Direct,1185732,1/6/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,25,725,18125,7250,Online,60
7034,Sports Direct,1185732,1/6/2021,Southeast,South Carolina,Charleston,Women's Apparel,35,725,25375,12688,Online,50
7035,Sports Direct,1185732,7/2/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,55,725,39875,15950,Online,60
7036,Sports Direct,1185732,8/3/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,55,725,39875,15950,Online,60
7037,Sports Direct,1185732,9/2/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,50,725,36250,12688,Online,65
7038,Sports Direct,1185732,11/3/2021,Southeast,North Carolina,Charlotte,Women's Apparel,75,725,54375,27188,Online,50
7039,Amazon,1185732,12/2/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,60,725,43500,17400,Online,60
7040,Amazon,1185732,4/10/2021,Midwest,Ohio,Columbus,Men's Street Footwear,30,725,21750,8700,Online,60
7041,Amazon,1185732,7/9/2021,Midwest,Ohio,Columbus,Women's Apparel,70,725,50750,25375,Online,50
7042,Amazon,1185732,10/11/2021,Midwest,Ohio,Columbus,Men's Street Footwear,40,725,29000,11600,Online,60
7043,Foot Locker,1185732,1/20/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,30,725,21750,8700,Online,60
7044,Walmart,1185732,9/16/2021,South,Mississippi,Jackson,Men's Street Footwear,50,725,36250,14500,Online,60
7045,Foot Locker,1185732,3/16/2021,South,Mississippi,Jackson,Men's Street Footwear,25,720,18000,7200,Online,60
7046,Sports Direct,1197831,7/21/2020,Northeast,New York,New York,Women's Street Footwear,35,700,24500,8575,Outlet,65
7047,Sports Direct,1197831,7/22/2020,Northeast,New York,New York,Women's Athletic Footwear,35,700,24500,11025,Outlet,55
7048,Sports Direct,1197831,7/24/2020,South,Texas,Houston,Women's Apparel,35,700,24500,12250,Outlet,50
7049,Sports Direct,1197831,7/30/2020,South,Texas,Houston,Women's Apparel,35,700,24500,12250,Outlet,50
7050,Sports Direct,1197831,8/2/2020,South,Texas,Houston,Women's Street Footwear,35,700,24500,8575,Outlet,65
7051,Walmart,1197831,8/15/2020,South,Texas,Houston,Women's Athletic Footwear,40,700,28000,12600,Outlet,55
7052,Walmart,1197831,8/27/2020,South,Texas,Houston,Women's Athletic Footwear,40,700,28000,12600,Outlet,55
7053,Walmart,1197831,8/28/2020,South,Texas,Houston,Men's Apparel,45,700,31500,9450,Outlet,70
7054,Walmart,1197831,10/29/2020,South,Texas,Houston,Women's Athletic Footwear,50,700,35000,15750,Outlet,55
7055,West Gear,1128299,11/12/2020,West,California,San Francisco,Women's Apparel,50,700,35000,5250,Outlet,85
7056,West Gear,1128299,11/14/2020,West,California,San Francisco,Men's Athletic Footwear,60,700,42000,8400,Outlet,80
